system,precision,recall,f1
base_spacy,0.049162011173184354,0.6470588235294118,0.09138110072689513
ruler_before_ner,0.0496054114994363,0.6470588235294118,0.09214659685863874
ruler_after_ner,0.049162011173184354,0.6470588235294118,0.09138110072689513
