category,normalized_entity,term_frequency,category_document_frequency,idf,importance_score
impact,just 2 meters,1,1,1.916290731874155,1.916290731874155
impact,late 2023,1,1,1.916290731874155,1.916290731874155
impact,less than 100 million cubic meters,1,1,1.916290731874155,1.916290731874155
impact,less than a year,1,1,1.916290731874155,1.916290731874155
science,zero,1,1,1.916290731874155,1.916290731874155
impact,up to 280,1,1,1.916290731874155,1.916290731874155
impact,up to 30%,1,1,1.916290731874155,1.916290731874155
impact,millions,1,1,1.916290731874155,1.916290731874155
impact,months,1,1,1.916290731874155,1.916290731874155
impact,more than 1 meter,1,1,1.916290731874155,1.916290731874155
impact,one-third,1,1,1.916290731874155,1.916290731874155
impact,over $16 billion,1,1,1.916290731874155,1.916290731874155
impact,over $30 billion,1,1,1.916290731874155,1.916290731874155
impact,"over 11,000",1,1,1.916290731874155,1.916290731874155
impact,over 13 million,1,1,1.916290731874155,1.916290731874155
impact,over 40,1,1,1.916290731874155,1.916290731874155
impact,"over 5,000",1,1,1.916290731874155,1.916290731874155
impact,six,1,1,1.916290731874155,1.916290731874155
impact,summer hours,1,1,1.916290731874155,1.916290731874155
impact,the 1980s,1,1,1.916290731874155,1.916290731874155
policy,$180 million,1,1,1.916290731874155,1.916290731874155
policy,$2.2 trillion,1,1,1.916290731874155,1.916290731874155
adaptation,20-megawatt,1,1,1.916290731874155,1.916290731874155
policy,$4 billion,1,1,1.916290731874155,1.916290731874155
policy,$4 trillion,1,1,1.916290731874155,1.916290731874155
policy,$45 million,1,1,1.916290731874155,1.916290731874155
policy,$50 billion,1,1,1.916290731874155,1.916290731874155
impact,the Democratic Republic of Congo,1,1,1.916290731874155,1.916290731874155
impact,the Eastern Pacific,1,1,1.916290731874155,1.916290731874155
impact,the Internal Displacement Monitoring Centre,1,1,1.916290731874155,1.916290731874155
impact,the Jordan River,1,1,1.916290731874155,1.916290731874155
impact,the Marshall Islands',1,1,1.916290731874155,1.916290731874155
adaptation,0.038,1,1,1.916290731874155,1.916290731874155
impact,the West Bank,1,1,1.916290731874155,1.916290731874155
impact,the summer of 2023,1,1,1.916290731874155,1.916290731874155
impact,threatens 40%,1,1,1.916290731874155,1.916290731874155
policy,$8.1 trillion,1,1,1.916290731874155,1.916290731874155
policy,$90 million,1,1,1.916290731874155,1.916290731874155
policy,0.2 degrees Celsius,1,1,1.916290731874155,1.916290731874155
policy,1 billion,1,1,1.916290731874155,1.916290731874155
policy,1 trillion,1,1,1.916290731874155,1.916290731874155
science,the University of Leeds,1,1,1.916290731874155,1.916290731874155
policy,1.5-degree,1,1,1.916290731874155,1.916290731874155
impact,up to 50%,1,1,1.916290731874155,1.916290731874155
policy,$1.2 billion,1,1,1.916290731874155,1.916290731874155
policy,$1.27 trillion,1,1,1.916290731874155,1.916290731874155
science,the Southern Ocean,1,1,1.916290731874155,1.916290731874155
policy,$100 billion,1,1,1.916290731874155,1.916290731874155
policy,$100 million,1,1,1.916290731874155,1.916290731874155
policy,$12 billion,1,1,1.916290731874155,1.916290731874155
policy,$12.5 billion,1,1,1.916290731874155,1.916290731874155
policy,$150 million,1,1,1.916290731874155,1.916290731874155
policy,2.4-2.6 degrees,1,1,1.916290731874155,1.916290731874155
policy,2.5,1,1,1.916290731874155,1.916290731874155
policy,2.9 degrees,1,1,1.916290731874155,1.916290731874155
policy,2005,1,1,1.916290731874155,1.916290731874155
policy,2008,1,1,1.916290731874155,1.916290731874155
policy,2019-2030,1,1,1.916290731874155,1.916290731874155
adaptation,$1.8 trillion,1,1,1.916290731874155,1.916290731874155
policy,2021-2022,1,1,1.916290731874155,1.916290731874155
adaptation,$10 billion,1,1,1.916290731874155,1.916290731874155
policy,$50 million,1,1,1.916290731874155,1.916290731874155
policy,$500 billion,1,1,1.916290731874155,1.916290731874155
policy,$500 million,1,1,1.916290731874155,1.916290731874155
policy,$575 billion,1,1,1.916290731874155,1.916290731874155
policy,$7 trillion,1,1,1.916290731874155,1.916290731874155
policy,$75 million,1,1,1.916290731874155,1.916290731874155
policy,$792 million,1,1,1.916290731874155,1.916290731874155
adaptation,$12 million,1,1,1.916290731874155,1.916290731874155
adaptation,$19 billion,1,1,1.916290731874155,1.916290731874155
policy,2035,1,1,1.916290731874155,1.916290731874155
policy,2047,1,1,1.916290731874155,1.916290731874155
adaptation,$2 billion,1,1,1.916290731874155,1.916290731874155
policy,2070,1,1,1.916290731874155,1.916290731874155
adaptation,$2.5 billion,1,1,1.916290731874155,1.916290731874155
policy,278 million tonnes,1,1,1.916290731874155,1.916290731874155
policy,31%,1,1,1.916290731874155,1.916290731874155
policy,32%,1,1,1.916290731874155,1.916290731874155
policy,36 billion,1,1,1.916290731874155,1.916290731874155
policy,4.5 billion,1,1,1.916290731874155,1.916290731874155
policy,40,1,1,1.916290731874155,1.916290731874155
policy,190,1,1,1.916290731874155,1.916290731874155
policy,"2,600-megawatt",1,1,1.916290731874155,1.916290731874155
policy,2.0 degrees,1,1,1.916290731874155,1.916290731874155
policy,65,1,1,1.916290731874155,1.916290731874155
policy,7.1%,1,1,1.916290731874155,1.916290731874155
policy,70%,1,1,1.916290731874155,1.916290731874155
policy,735 million,1,1,1.916290731874155,1.916290731874155
policy,94%,1,1,1.916290731874155,1.916290731874155
science,Himalayan,1,1,1.916290731874155,1.916290731874155
science,Indo-Pacific,1,1,1.916290731874155,1.916290731874155
science,Iraq,1,1,1.916290731874155,1.916290731874155
adaptation,$28 million,1,1,1.916290731874155,1.916290731874155
adaptation,$3.5 billion,1,1,1.916290731874155,1.916290731874155
adaptation,$387 billion,1,1,1.916290731874155,1.916290731874155
adaptation,$5.5 million,1,1,1.916290731874155,1.916290731874155
science,Marine,1,1,1.916290731874155,1.916290731874155
science,May 2024,1,1,1.916290731874155,1.916290731874155
adaptation,$7.1 trillion,1,1,1.916290731874155,1.916290731874155
adaptation,$72 billion,1,1,1.916290731874155,1.916290731874155
policy,COP,1,1,1.916290731874155,1.916290731874155
policy,COP27,1,1,1.916290731874155,1.916290731874155
policy,California,1,1,1.916290731874155,1.916290731874155
policy,Carbon Border Adjustment Mechanism,1,1,1.916290731874155,1.916290731874155
policy,Change Xie Zhenhua,1,1,1.916290731874155,1.916290731874155
adaptation,$990 million,1,1,1.916290731874155,1.916290731874155
adaptation,0.033,1,1,1.916290731874155,1.916290731874155
policy,EU,1,1,1.916290731874155,1.916290731874155
policy,42%,1,1,1.916290731874155,1.916290731874155
policy,48%,1,1,1.916290731874155,1.916290731874155
policy,50 billion,1,1,1.916290731874155,1.916290731874155
adaptation,$1.8 billion,1,1,1.916290731874155,1.916290731874155
policy,500 million,1,1,1.916290731874155,1.916290731874155
policy,57%,1,1,1.916290731874155,1.916290731874155
policy,58%,1,1,1.916290731874155,1.916290731874155
policy,63%,1,1,1.916290731874155,1.916290731874155
policy,February 2025,1,1,1.916290731874155,1.916290731874155
policy,G20,1,1,1.916290731874155,1.916290731874155
adaptation,2026,1,1,1.916290731874155,1.916290731874155
adaptation,2027,1,1,1.916290731874155,1.916290731874155
policy,Green Initiative,1,1,1.916290731874155,1.916290731874155
policy,IBAMA,1,1,1.916290731874155,1.916290731874155
policy,IEA,1,1,1.916290731874155,1.916290731874155
policy,IMF,1,1,1.916290731874155,1.916290731874155
adaptation,"130,000",1,1,1.916290731874155,1.916290731874155
policy,January 2019,1,1,1.916290731874155,1.916290731874155
policy,January 2026,1,1,1.916290731874155,1.916290731874155
policy,Ajay Banga,1,1,1.916290731874155,1.916290731874155
policy,Amazon,1,1,1.916290731874155,1.916290731874155
policy,Antonio Guterres,1,1,1.916290731874155,1.916290731874155
policy,August 2023,1,1,1.916290731874155,1.916290731874155
adaptation,14 hours,1,1,1.916290731874155,1.916290731874155
science,Gorgon,1,1,1.916290731874155,1.916290731874155
policy,John Kerry,1,1,1.916290731874155,1.916290731874155
adaptation,"14,000 acres",1,1,1.916290731874155,1.916290731874155
adaptation,15 to,1,1,1.916290731874155,1.916290731874155
policy,Kush Himalayan,1,1,1.916290731874155,1.916290731874155
policy,Lula da Silva,1,1,1.916290731874155,1.916290731874155
policy,March 2023,1,1,1.916290731874155,1.916290731874155
policy,Middle East Green Initiative,1,1,1.916290731874155,1.916290731874155
policy,Ministry of Environment and Climate Change,1,1,1.916290731874155,1.916290731874155
policy,Narendra Modi,1,1,1.916290731874155,1.916290731874155
policy,National Climate Change Policy,1,1,1.916290731874155,1.916290731874155
policy,Nationally Determined Contribution,1,1,1.916290731874155,1.916290731874155
policy,Net Zero,1,1,1.916290731874155,1.916290731874155
policy,Emissions Gap Report,1,1,1.916290731874155,1.916290731874155
adaptation,15-30%,1,1,1.916290731874155,1.916290731874155
policy,Fatih Birol,1,1,1.916290731874155,1.916290731874155
policy,Qu Dongyu,1,1,1.916290731874155,1.916290731874155
policy,Russia,1,1,1.916290731874155,1.916290731874155
policy,Saudi,1,1,1.916290731874155,1.916290731874155
science,Colorado,1,1,1.916290731874155,1.916290731874155
science,Copernicus,1,1,1.916290731874155,1.916290731874155
science,Copernicus Climate Change Service,1,1,1.916290731874155,1.916290731874155
science,ESA,1,1,1.916290731874155,1.916290731874155
science,ETH Zurich,1,1,1.916290731874155,1.916290731874155
science,East Coast,1,1,1.916290731874155,1.916290731874155
adaptation,"2,245 megawatts",1,1,1.916290731874155,1.916290731874155
adaptation,"2,400 megawatts",1,1,1.916290731874155,1.916290731874155
science,GRACE,1,1,1.916290731874155,1.916290731874155
adaptation,2.3 billion,1,1,1.916290731874155,1.916290731874155
science,Geophysical Research Letters,1,1,1.916290731874155,1.916290731874155
science,Global Methane Assessment,1,1,1.916290731874155,1.916290731874155
science,Goddard Institute for Space Studies,1,1,1.916290731874155,1.916290731874155
policy,Southeast Asia,1,1,1.916290731874155,1.916290731874155
policy,State of Food and Agriculture 2023,1,1,1.916290731874155,1.916290731874155
policy,Sudair,1,1,1.916290731874155,1.916290731874155
policy,Sunnylands,1,1,1.916290731874155,1.916290731874155
policy,The Asian Development Bank,1,1,1.916290731874155,1.916290731874155
policy,The Climate Justice Alliance,1,1,1.916290731874155,1.916290731874155
policy,New York,1,1,1.916290731874155,1.916290731874155
policy,Norway,1,1,1.916290731874155,1.916290731874155
policy,November 2021,1,1,1.916290731874155,1.916290731874155
policy,November 2023,1,1,1.916290731874155,1.916290731874155
policy,OECD,1,1,1.916290731874155,1.916290731874155
adaptation,20,1,1,1.916290731874155,1.916290731874155
policy,"Over 2,300",1,1,1.916290731874155,1.916290731874155
policy,Over 200 million,1,1,1.916290731874155,1.916290731874155
policy,Paris Agreement,1,1,1.916290731874155,1.916290731874155
policy,Poland,1,1,1.916290731874155,1.916290731874155
policy,The Global Methane Pledge,1,1,1.916290731874155,1.916290731874155
policy,The Global Stocktake at COP28,1,1,1.916290731874155,1.916290731874155
policy,The Green Climate Fund,1,1,1.916290731874155,1.916290731874155
policy,The International Energy Agency's,1,1,1.916290731874155,1.916290731874155
policy,The International Maritime Organization,1,1,1.916290731874155,1.916290731874155
policy,The Kigali Amendment,1,1,1.916290731874155,1.916290731874155
policy,The Ministry of Environment,1,1,1.916290731874155,1.916290731874155
policy,The United Arab Emirates,1,1,1.916290731874155,1.916290731874155
policy,The World Bank,1,1,1.916290731874155,1.916290731874155
policy,UNDP,1,1,1.916290731874155,1.916290731874155
policy,Sharm el-Sheikh,1,1,1.916290731874155,1.916290731874155
policy,Simon Stiell,1,1,1.916290731874155,1.916290731874155
policy,Sixth Assessment Report,1,1,1.916290731874155,1.916290731874155
policy,Songdo,1,1,1.916290731874155,1.916290731874155
policy,South,1,1,1.916290731874155,1.916290731874155
policy,South Korea,1,1,1.916290731874155,1.916290731874155
policy,Vanuatu,1,1,1.916290731874155,1.916290731874155
policy,Vision 2030,1,1,1.916290731874155,1.916290731874155
adaptation,20 degrees,1,1,1.916290731874155,1.916290731874155
adaptation,3 to 8 degrees Celsius,1,1,1.916290731874155,1.916290731874155
policy,approximately $100 billion,1,1,1.916290731874155,1.916290731874155
policy,approximately 3%,1,1,1.916290731874155,1.916290731874155
policy,approximately 70%,1,1,1.916290731874155,1.916290731874155
adaptation,"3,000",1,1,1.916290731874155,1.916290731874155
policy,non-CO2,1,1,1.916290731874155,1.916290731874155
policy,only 3.8%,1,1,1.916290731874155,1.916290731874155
policy,only 6,1,1,1.916290731874155,1.916290731874155
policy,The European Investment Bank,1,1,1.916290731874155,1.916290731874155
policy,The European Union,1,1,1.916290731874155,1.916290731874155
policy,The European Union's,1,1,1.916290731874155,1.916290731874155
policy,The Global Adaptation Finance Tracker,1,1,1.916290731874155,1.916290731874155
policy,The Global Landscape of Climate Finance,1,1,1.916290731874155,1.916290731874155
policy,"over 12,500",1,1,1.916290731874155,1.916290731874155
policy,over 130,1,1,1.916290731874155,1.916290731874155
policy,over 150,1,1,1.916290731874155,1.916290731874155
policy,ten,1,1,1.916290731874155,1.916290731874155
policy,the African Group of Negotiators,1,1,1.916290731874155,1.916290731874155
policy,the Amazon Fund,1,1,1.916290731874155,1.916290731874155
policy,the Bonn Climate Change Conference,1,1,1.916290731874155,1.916290731874155
policy,the Central Bank of Jordan,1,1,1.916290731874155,1.916290731874155
policy,the Climate Ambition Summit,1,1,1.916290731874155,1.916290731874155
policy,the Climate Policy Initiative,1,1,1.916290731874155,1.916290731874155
policy,the Congo Basin,1,1,1.916290731874155,1.916290731874155
policy,the International Court of Justice,1,1,1.916290731874155,1.916290731874155
policy,the International Year of Glaciers,1,1,1.916290731874155,1.916290731874155
adaptation,3-degree,1,1,1.916290731874155,1.916290731874155
policy,UNFCCC,1,1,1.916290731874155,1.916290731874155
policy,United Kingdom,1,1,1.916290731874155,1.916290731874155
policy,the Kigali Amendment,1,1,1.916290731874155,1.916290731874155
policy,the North Sea,1,1,1.916290731874155,1.916290731874155
adaptation,3.2,1,1,1.916290731874155,1.916290731874155
policy,the Renewable Energy and Energy Efficiency Law,1,1,1.916290731874155,1.916290731874155
policy,the United Nations,1,1,1.916290731874155,1.916290731874155
policy,the United Nations General Assembly,1,1,1.916290731874155,1.916290731874155
adaptation,30-50%,1,1,1.916290731874155,1.916290731874155
policy,the end of 2023,1,1,1.916290731874155,1.916290731874155
policy,the estimated $400 billion,1,1,1.916290731874155,1.916290731874155
policy,the first seven months,1,1,1.916290731874155,1.916290731874155
policy,thousands,1,1,1.916290731874155,1.916290731874155
policy,two weeks,1,1,1.916290731874155,1.916290731874155
science,0.3 degrees,1,1,1.916290731874155,1.916290731874155
science,0.5 degrees Celsius,1,1,1.916290731874155,1.916290731874155
policy,only 6%,1,1,1.916290731874155,1.916290731874155
policy,only 7%,1,1,1.916290731874155,1.916290731874155
science,Annual Review of Marine Science,1,1,1.916290731874155,1.916290731874155
adaptation,300 million cubic meters,1,1,1.916290731874155,1.916290731874155
science,Antarctic ice,1,1,1.916290731874155,1.916290731874155
adaptation,"300,000",1,1,1.916290731874155,1.916290731874155
science,Antarctica,1,1,1.916290731874155,1.916290731874155
science,Arabian,1,1,1.916290731874155,1.916290731874155
adaptation,2007,1,1,1.916290731874155,1.916290731874155
science,Arctic sea,1,1,1.916290731874155,1.916290731874155
science,Arizona,1,1,1.916290731874155,1.916290731874155
science,Atmospheric CO2,1,1,1.916290731874155,1.916290731874155
science,Boulder,1,1,1.916290731874155,1.916290731874155
science,CCS,1,1,1.916290731874155,1.916290731874155
adaptation,2013,1,1,1.916290731874155,1.916290731874155
science,CRISPR,1,1,1.916290731874155,1.916290731874155
science,Carlo Buontempo,1,1,1.916290731874155,1.916290731874155
science,Celeste Saulo,1,1,1.916290731874155,1.916290731874155
science,1981-2010,1,1,1.916290731874155,1.916290731874155
science,0.5%,1,1,1.916290731874155,1.916290731874155
science,1 million,1,1,1.916290731874155,1.916290731874155
science,"1,923",1,1,1.916290731874155,1.916290731874155
science,1.0%,1,1,1.916290731874155,1.916290731874155
science,1.1%,1,1,1.916290731874155,1.916290731874155
science,1.48 degrees Celsius,1,1,1.916290731874155,1.916290731874155
science,1.5 degree,1,1,1.916290731874155,1.916290731874155
science,1.5 million square kilometers,1,1,1.916290731874155,1.916290731874155
science,1.5%,1,1,1.916290731874155,1.916290731874155
science,1.75 degrees,1,1,1.916290731874155,1.916290731874155
science,1.9 billion,1,1,1.916290731874155,1.916290731874155
science,10-20%,1,1,1.916290731874155,1.916290731874155
science,"100 to 1,000",1,1,1.916290731874155,1.916290731874155
science,11 meters,1,1,1.916290731874155,1.916290731874155
science,12th,1,1,1.916290731874155,1.916290731874155
science,2006,1,1,1.916290731874155,1.916290731874155
science,2010-2019,1,1,1.916290731874155,1.916290731874155
adaptation,2017,1,1,1.916290731874155,1.916290731874155
science,14 consecutive days,1,1,1.916290731874155,1.916290731874155
science,14.5%,1,1,1.916290731874155,1.916290731874155
science,15,1,1,1.916290731874155,1.916290731874155
science,15.5 billion tonnes,1,1,1.916290731874155,1.916290731874155
science,17 kilometers,1,1,1.916290731874155,1.916290731874155
science,18%,1,1,1.916290731874155,1.916290731874155
science,1800,1,1,1.916290731874155,1.916290731874155
science,1850-1900,1,1,1.916290731874155,1.916290731874155
adaptation,2018,1,1,1.916290731874155,1.916290731874155
science,1950,1,1,1.916290731874155,1.916290731874155
science,1958,1,1,1.916290731874155,1.916290731874155
science,1979,1,1,1.916290731874155,1.916290731874155
science,1980,1,1,1.916290731874155,1.916290731874155
science,227 billion tonnes,1,1,1.916290731874155,1.916290731874155
science,23,1,1,1.916290731874155,1.916290731874155
science,26.0 million square kilometers,1,1,1.916290731874155,1.916290731874155
science,298 billion tonnes,1,1,1.916290731874155,1.916290731874155
science,3 kilometers,1,1,1.916290731874155,1.916290731874155
science,3.5,1,1,1.916290731874155,1.916290731874155
science,1982,1,1,1.916290731874155,1.916290731874155
science,1993,1,1,1.916290731874155,1.916290731874155
adaptation,2023-2040,1,1,1.916290731874155,1.916290731874155
science,2 kilometers,1,1,1.916290731874155,1.916290731874155
science,2-3%,1,1,1.916290731874155,1.916290731874155
science,2.6 million square kilometers,1,1,1.916290731874155,1.916290731874155
science,2.8,1,1,1.916290731874155,1.916290731874155
science,20 to 50,1,1,1.916290731874155,1.916290731874155
adaptation,4 years,1,1,1.916290731874155,1.916290731874155
science,2000-2009,1,1,1.916290731874155,1.916290731874155
science,31.5%,1,1,1.916290731874155,1.916290731874155
science,34.2%,1,1,1.916290731874155,1.916290731874155
science,36.8 billion tonnes,1,1,1.916290731874155,1.916290731874155
science,4 million tonnes,1,1,1.916290731874155,1.916290731874155
science,4-5 degrees,1,1,1.916290731874155,1.916290731874155
science,4.5 millimeters,1,1,1.916290731874155,1.916290731874155
science,400,1,1,1.916290731874155,1.916290731874155
science,424.0,1,1,1.916290731874155,1.916290731874155
science,43 degrees,1,1,1.916290731874155,1.916290731874155
science,45 million tonnes,1,1,1.916290731874155,1.916290731874155
adaptation,"4,000",1,1,1.916290731874155,1.916290731874155
science,2023 summer,1,1,1.916290731874155,1.916290731874155
adaptation,400 million cubic meters,1,1,1.916290731874155,1.916290731874155
adaptation,400-kilometer,1,1,1.916290731874155,1.916290731874155
adaptation,400-meter,1,1,1.916290731874155,1.916290731874155
science,"217,175",1,1,1.916290731874155,1.916290731874155
science,65 centimeters,1,1,1.916290731874155,1.916290731874155
science,7.4%,1,1,1.916290731874155,1.916290731874155
science,7.8 cubic kilometers,1,1,1.916290731874155,1.916290731874155
science,722,1,1,1.916290731874155,1.916290731874155
science,75%,1,1,1.916290731874155,1.916290731874155
science,75-90%,1,1,1.916290731874155,1.916290731874155
science,8.1,1,1,1.916290731874155,1.916290731874155
science,8.2,1,1,1.916290731874155,1.916290731874155
adaptation,45,1,1,1.916290731874155,1.916290731874155
science,85%,1,1,1.916290731874155,1.916290731874155
science,9,1,1,1.916290731874155,1.916290731874155
science,90%,1,1,1.916290731874155,1.916290731874155
science,AMOC,1,1,1.916290731874155,1.916290731874155
science,Alaska,1,1,1.916290731874155,1.916290731874155
science,Alps,1,1,1.916290731874155,1.916290731874155
science,31 consecutive days,1,1,1.916290731874155,1.916290731874155
adaptation,5,1,1,1.916290731874155,1.916290731874155
adaptation,200,1,1,1.916290731874155,1.916290731874155
adaptation,200 million cubic meters,1,1,1.916290731874155,1.916290731874155
adaptation,200-megawatt,1,1,1.916290731874155,1.916290731874155
adaptation,0.049,1,1,1.916290731874155,1.916290731874155
adaptation,0.40,1,1,1.916290731874155,1.916290731874155
adaptation,10 million cubic meters,1,1,1.916290731874155,1.916290731874155
adaptation,10 to 18,1,1,1.916290731874155,1.916290731874155
adaptation,"10,000",1,1,1.916290731874155,1.916290731874155
adaptation,10-megawatt,1,1,1.916290731874155,1.916290731874155
adaptation,100 million,1,1,1.916290731874155,1.916290731874155
adaptation,100 million cubic meters,1,1,1.916290731874155,1.916290731874155
adaptation,100 years,1,1,1.916290731874155,1.916290731874155
adaptation,11,1,1,1.916290731874155,1.916290731874155
adaptation,117 megawatts,1,1,1.916290731874155,1.916290731874155
science,the Tibetan Plateau,1,1,1.916290731874155,1.916290731874155
adaptation,2063,1,1,1.916290731874155,1.916290731874155
science,the West Antarctic Ice Sheet,1,1,1.916290731874155,1.916290731874155
science,the early 2000s,1,1,1.916290731874155,1.916290731874155
science,the hottest month,1,1,1.916290731874155,1.916290731874155
science,the last 15 years,1,1,1.916290731874155,1.916290731874155
science,the past two years,1,1,1.916290731874155,1.916290731874155
science,the preceding 12 months,1,1,1.916290731874155,1.916290731874155
science,the previous decade,1,1,1.916290731874155,1.916290731874155
science,the previous year,1,1,1.916290731874155,1.916290731874155
science,the warmest year,1,1,1.916290731874155,1.916290731874155
adaptation,215,1,1,1.916290731874155,1.916290731874155
science,three decades,1,1,1.916290731874155,1.916290731874155
science,up to 10,1,1,1.916290731874155,1.916290731874155
science,up to 70%,1,1,1.916290731874155,1.916290731874155
science,winter,1,1,1.916290731874155,1.916290731874155
science,the Potsdam Institute for Climate Impact Research,1,1,1.916290731874155,1.916290731874155
science,40 years,1,2,1.5108256237659907,1.5108256237659907
science,1960,1,2,1.5108256237659907,1.5108256237659907
science,50 years,1,2,1.5108256237659907,1.5108256237659907
science,21%,1,2,1.5108256237659907,1.5108256237659907
science,60%,1,2,1.5108256237659907,1.5108256237659907
science,280,1,2,1.5108256237659907,1.5108256237659907
science,20%,1,2,1.5108256237659907,1.5108256237659907
science,1990,1,2,1.5108256237659907,1.5108256237659907
science,30%,1,2,1.5108256237659907,1.5108256237659907
policy,the Montreal Protocol,1,2,1.5108256237659907,1.5108256237659907
science,1970,1,2,1.5108256237659907,1.5108256237659907
science,10%,1,2,1.5108256237659907,1.5108256237659907
science,2010,1,2,1.5108256237659907,1.5108256237659907
policy,World Bank,1,2,1.5108256237659907,1.5108256237659907
policy,US,1,2,1.5108256237659907,1.5108256237659907
policy,the European Union,1,2,1.5108256237659907,1.5108256237659907
science,0.5 degrees,1,2,1.5108256237659907,1.5108256237659907
adaptation,12%,1,2,1.5108256237659907,1.5108256237659907
adaptation,2019,1,2,1.5108256237659907,1.5108256237659907
adaptation,50 years,1,2,1.5108256237659907,1.5108256237659907
adaptation,35%,1,2,1.5108256237659907,1.5108256237659907
policy,UAE,1,2,1.5108256237659907,1.5108256237659907
policy,South Asia,1,2,1.5108256237659907,1.5108256237659907
policy,Spain,1,2,1.5108256237659907,1.5108256237659907
policy,Sub-Saharan Africa,1,2,1.5108256237659907,1.5108256237659907
science,China,1,2,1.5108256237659907,1.5108256237659907
policy,Pacific Island,1,2,1.5108256237659907,1.5108256237659907
policy,Pakistan,1,2,1.5108256237659907,1.5108256237659907
policy,Saudi Arabia's,1,2,1.5108256237659907,1.5108256237659907
policy,July 2023,1,2,1.5108256237659907,1.5108256237659907
science,Earth,1,2,1.5108256237659907,1.5108256237659907
policy,Hindu,1,2,1.5108256237659907,1.5108256237659907
policy,IPCC,1,2,1.5108256237659907,1.5108256237659907
science,January 2024,1,2,1.5108256237659907,1.5108256237659907
policy,2025,1,2,1.5108256237659907,1.5108256237659907
policy,Brazil,1,2,1.5108256237659907,1.5108256237659907
policy,Asia,1,2,1.5108256237659907,1.5108256237659907
policy,Dubai,1,2,1.5108256237659907,1.5108256237659907
science,IPCC,1,2,1.5108256237659907,1.5108256237659907
science,Hawaii,1,2,1.5108256237659907,1.5108256237659907
impact,the Northern Hemisphere,1,2,1.5108256237659907,1.5108256237659907
policy,100,1,2,1.5108256237659907,1.5108256237659907
policy,0.5 degrees,1,2,1.5108256237659907,1.5108256237659907
policy,2020,1,2,1.5108256237659907,1.5108256237659907
policy,2019,1,2,1.5108256237659907,1.5108256237659907
policy,20%,1,2,1.5108256237659907,1.5108256237659907
policy,2 billion,1,2,1.5108256237659907,1.5108256237659907
policy,30%,1,2,1.5108256237659907,1.5108256237659907
policy,2040,1,2,1.5108256237659907,1.5108256237659907
impact,Hindu,1,2,1.5108256237659907,1.5108256237659907
impact,Hawaii,1,2,1.5108256237659907,1.5108256237659907
impact,Riyadh,1,2,1.5108256237659907,1.5108256237659907
impact,Southern Europe,1,2,1.5108256237659907,1.5108256237659907
impact,Sub-Saharan Africa,1,2,1.5108256237659907,1.5108256237659907
impact,Pacific Island,1,2,1.5108256237659907,1.5108256237659907
impact,October 2023,1,2,1.5108256237659907,1.5108256237659907
impact,NOAA,1,2,1.5108256237659907,1.5108256237659907
impact,Greece,1,2,1.5108256237659907,1.5108256237659907
impact,the United States,1,2,1.5108256237659907,1.5108256237659907
impact,three,1,2,1.5108256237659907,1.5108256237659907
impact,summer,1,2,1.5108256237659907,1.5108256237659907
impact,UNHCR,1,2,1.5108256237659907,1.5108256237659907
impact,UAE,1,2,1.5108256237659907,1.5108256237659907
impact,Pakistan,1,2,1.5108256237659907,1.5108256237659907
impact,The Middle East,1,2,1.5108256237659907,1.5108256237659907
impact,21%,1,2,1.5108256237659907,1.5108256237659907
impact,25%,1,2,1.5108256237659907,1.5108256237659907
impact,1990,1,2,1.5108256237659907,1.5108256237659907
impact,2 billion,1,2,1.5108256237659907,1.5108256237659907
impact,1.5 degrees,1,2,1.5108256237659907,1.5108256237659907
impact,2040,1,2,1.5108256237659907,1.5108256237659907
science,US,1,2,1.5108256237659907,1.5108256237659907
impact,40 years,1,2,1.5108256237659907,1.5108256237659907
impact,35%,1,2,1.5108256237659907,1.5108256237659907
impact,40 million,1,2,1.5108256237659907,1.5108256237659907
impact,Earth,1,2,1.5108256237659907,1.5108256237659907
impact,El Nino,1,2,1.5108256237659907,1.5108256237659907
impact,Brazil,1,2,1.5108256237659907,1.5108256237659907
impact,Baghdad,1,2,1.5108256237659907,1.5108256237659907
impact,June 2024,1,2,1.5108256237659907,1.5108256237659907
impact,Israel,1,2,1.5108256237659907,1.5108256237659907
adaptation,2020,1,2,1.5108256237659907,1.5108256237659907
science,the Montreal Protocol,1,2,1.5108256237659907,1.5108256237659907
adaptation,10,1,2,1.5108256237659907,1.5108256237659907
impact,12%,1,2,1.5108256237659907,1.5108256237659907
adaptation,40 million,1,2,1.5108256237659907,1.5108256237659907
adaptation,25%,1,2,1.5108256237659907,1.5108256237659907
adaptation,280,1,2,1.5108256237659907,1.5108256237659907
adaptation,2010,1,2,1.5108256237659907,1.5108256237659907
science,the Northern Hemisphere,1,2,1.5108256237659907,1.5108256237659907
adaptation,Dubai,1,2,1.5108256237659907,1.5108256237659907
science,the European Union,1,2,1.5108256237659907,1.5108256237659907
adaptation,Greece,1,2,1.5108256237659907,1.5108256237659907
adaptation,Asia,1,2,1.5108256237659907,1.5108256237659907
adaptation,Baghdad,1,2,1.5108256237659907,1.5108256237659907
adaptation,CO2,1,2,1.5108256237659907,1.5108256237659907
adaptation,Bangladesh,1,2,1.5108256237659907,1.5108256237659907
impact,1960,1,2,1.5108256237659907,1.5108256237659907
adaptation,summer,1,2,1.5108256237659907,1.5108256237659907
impact,100,1,2,1.5108256237659907,1.5108256237659907
